Gene name,ENS ID
STK36,ENSG00000163482
STOML1,ENSG00000067221
SUFU,ENSG00000107882
SUOX,ENSG00000139531
SURF2,ENSG00000148291
SURF6,ENSG00000148296
SYNGR1,ENSG00000100321
SYNJ1,ENSG00000159082
SYNJ2,ENSG00000078269
SYNJ2BP,ENSG00000213463
TACC1,ENSG00000147526
TAF8,ENSG00000137413
TBC1D1,ENSG00000065882
TBK1,ENSG00000183735
TBX1,ENSG00000184058
TCF4,ENSG00000196628
TEC,ENSG00000135605
TENM2,ENSG00000145934
TEP1,ENSG00000129566
TESK2,ENSG00000070759
TGFBR1,ENSG00000106799
TGFBRAP1,ENSG00000135966
THTPA,ENSG00000259431
TIPIN,ENSG00000075131
TIPRL,ENSG00000143155
TLE4,ENSG00000106829
TM9SF2,ENSG00000125304
TMED7-TICAM2,ENSG00000251201
TMEM132A,ENSG00000006118
TMEM176B,ENSG00000106565
TMEM219,ENSG00000149932
TMEM223,ENSG00000168569
TMEM41B,ENSG00000166471
TMSB10,ENSG00000034510
TMTC2,ENSG00000179104
TMX1,ENSG00000139921
TNFAIP1,ENSG00000109079
TNK2,ENSG00000061938
TOM1,ENSG00000100284
TOR1A,ENSG00000136827
TRADD,ENSG00000102871
TRAK1,ENSG00000182606
TRIM32,ENSG00000119401
TRIP10,ENSG00000125733
TSC22D1,ENSG00000102804
TSEN54,ENSG00000182173
TSPAN2,ENSG00000134198
TSPYL1,ENSG00000189241
TTBK2,ENSG00000128881
TTC32,ENSG00000183891
TTC38,ENSG00000075234
TTF2,ENSG00000116830
TUFM,ENSG00000178952
TUFT1,ENSG00000143367
TWISTNB,ENSG00000105849
TXNDC11,ENSG00000153066
TXNL4B,ENSG00000140830
UBALD1,ENSG00000153443
UBE2A,ENSG00000077721
UBE2Z,ENSG00000159202
UBFD1,ENSG00000103353
UGDH,ENSG00000109814
USF1,ENSG00000158773
USP15,ENSG00000135655
USP28,ENSG00000048028
USP33,ENSG00000077254
USP4,ENSG00000114316
UVRAG,ENSG00000198382
VAMP3,ENSG00000049245
VAMP8,ENSG00000118640
VPS13C,ENSG00000129003
WDFY2,ENSG00000139668
WDR6,ENSG00000178252
WLS,ENSG00000116729
WNT4,ENSG00000162552
YARS,ENSG00000134684
YIPF1,ENSG00000058799
YRDC,ENSG00000196449
ZBTB2,ENSG00000181472
ZBTB8OS,ENSG00000176261
ZDHHC13,ENSG00000177054
ZDHHC3,ENSG00000163812
ZFAND1,ENSG00000104231
ZFAND3,ENSG00000156639
ZNF227,ENSG00000131115
ZNF460,ENSG00000197714
ZNF512,ENSG00000243943
ZNF574,ENSG00000105732
ZNF608,ENSG00000168916
ZNF618,ENSG00000157657
ZNF625,ENSG00000257591
ZNF687,ENSG00000143373
ZSCAN23,ENSG00000187987
A1CF,ENSG00000148584
AAAS,ENSG00000094914
AACS,ENSG00000081760
AADAT,ENSG00000109576
AAED1,ENSG00000158122
AAGAB,ENSG00000103591
AAK1,ENSG00000115977
AAMDC,ENSG00000087884
AAMP,ENSG00000127837
AAR2,ENSG00000131043
AARS,ENSG00000090861
AARS2,ENSG00000124608
AASDH,ENSG00000157426
AASDHPPT,ENSG00000149313
AATF,ENSG00000108270
AATK,ENSG00000181409
ABAT,ENSG00000183044
ABCA2,ENSG00000107331
ABCA3,ENSG00000167972
ABCA5,ENSG00000154265
ABCA7,ENSG00000064687
ABCB10,ENSG00000135776
ABCB4,ENSG00000005471
ABCB6,ENSG00000115657
ABCB7,ENSG00000131269
ABCB8,ENSG00000197150
ABCB9,ENSG00000150967
ABCC1,ENSG00000103222
ABCC10,ENSG00000124574
ABCC5,ENSG00000114770
ABCC8,ENSG00000006071
ABCD1,ENSG00000101986
ABCD3,ENSG00000117528
ABCD4,ENSG00000119688
ABCE1,ENSG00000164163
ABCF1,ENSG00000204574
ABCF2,ENSG00000033050
ABCF3,ENSG00000161204
ABCG1,ENSG00000160179
ABCG2,ENSG00000118777
ABHD10,ENSG00000144827
ABHD11,ENSG00000106077
ABHD12,ENSG00000100997
ABHD13,ENSG00000139826
ABHD14A,ENSG00000248487
ABHD14B,ENSG00000114779
ABHD15,ENSG00000168792
ABHD16A,ENSG00000204427
ABHD17A,ENSG00000129968
ABHD17B,ENSG00000107362
ABHD17C,ENSG00000136379
ABHD2,ENSG00000140526
ABHD3,ENSG00000158201
ABHD4,ENSG00000100439
ABHD6,ENSG00000163686
ABI1,ENSG00000136754
ABI2,ENSG00000138443
ABL1,ENSG00000097007
ABL2,ENSG00000143322
ABLIM1,ENSG00000099204
ABR,ENSG00000159842
ABRACL,ENSG00000146386
ABT1,ENSG00000146109
ABTB1,ENSG00000114626
ACAA2,ENSG00000167315
ACACA,ENSG00000132142
ACACB,ENSG00000076555
ACAD10,ENSG00000111271
ACAD11,ENSG00000240303
ACAD8,ENSG00000151498
ACAD9,ENSG00000177646
ACADM,ENSG00000117054
ACADSB,ENSG00000196177
ACADVL,ENSG00000072778
ACAP2,ENSG00000114331
ACAP3,ENSG00000131584
ACAT1,ENSG00000075239
ACAT2,ENSG00000120437
ACBD3,ENSG00000182827
ACBD5,ENSG00000107897
ACBD6,ENSG00000135847
ACBD7,ENSG00000176244
ACD,ENSG00000102977
ACE,ENSG00000159640
ACIN1,ENSG00000100813
ACLY,ENSG00000131473
ACO1,ENSG00000122729
ACO2,ENSG00000100412
ACOT11,ENSG00000162390
ACOT13,ENSG00000112304
ACOT2,ENSG00000119673
ACOT4,ENSG00000177465
ACOT8,ENSG00000101473
ACOX1,ENSG00000161533
ACOX3,ENSG00000087008
ACP1,ENSG00000143727
ACP5,ENSG00000102575
ACP6,ENSG00000162836
ACSF2,ENSG00000167107
ACSF3,ENSG00000176715
ACSL1,ENSG00000151726
ACSL3,ENSG00000123983
ACSL4,ENSG00000068366
ACSM3,ENSG00000005187
ACSS2,ENSG00000131069
ACTG1,ENSG00000184009
ACTL6A,ENSG00000136518
ACTL6B,ENSG00000077080
ACTN1,ENSG00000072110
ACTN2,ENSG00000077522
ACTN4,ENSG00000130402
ACTR10,ENSG00000131966
ACTR1A,ENSG00000138107
ACTR1B,ENSG00000115073
ACTR2,ENSG00000138071
ACTR3,ENSG00000115091
ACTR3B,ENSG00000133627
ACTR3C,ENSG00000106526
ACTR5,ENSG00000101442
ACTR6,ENSG00000075089
ACTR8,ENSG00000113812
ACVR1,ENSG00000115170
ACVR1B,ENSG00000135503
ACVR1C,ENSG00000123612
ACVR2A,ENSG00000121989
ACY1,ENSG00000243989
ACYP1,ENSG00000119640
ACYP2,ENSG00000170634
ADAL,ENSG00000168803
ADAM10,ENSG00000137845
ADAM15,ENSG00000143537
ADAM17,ENSG00000151694
ADAM22,ENSG00000008277
ADAM9,ENSG00000168615
ADAMTS2,ENSG00000087116
ADAT1,ENSG00000065457
ADAT2,ENSG00000189007
ADAT3,ENSG00000213638
ADCK1,ENSG00000063761
ADCK2,ENSG00000133597
ADCK5,ENSG00000173137
ADCY9,ENSG00000162104
ADD3,ENSG00000148700
ADH5,ENSG00000197894
ADH6,ENSG00000172955
ADI1,ENSG00000182551
ADIPOR1,ENSG00000159346
ADIPOR2,ENSG00000006831
ADK,ENSG00000156110
ADNP,ENSG00000101126
ADO,ENSG00000181915
ADPGK,ENSG00000159322
ADRM1,ENSG00000130706
ADSL,ENSG00000239900
ADSS,ENSG00000035687
AEBP2,ENSG00000139154
AES,ENSG00000104964
AFF1,ENSG00000172493
AFF4,ENSG00000072364
AFG3L2,ENSG00000141385
AFMID,ENSG00000183077
AFTPH,ENSG00000119844
AGAP1,ENSG00000157985
AGAP3,ENSG00000133612
AGFG1,ENSG00000173744
AGFG2,ENSG00000106351
AGGF1,ENSG00000164252
AGK,ENSG00000006530
AGL,ENSG00000162688
AGMAT,ENSG00000116771
AGO1,ENSG00000092847
AGO2,ENSG00000123908
AGO3,ENSG00000126070
AGO4,ENSG00000134698
AGPAT1,ENSG00000204310
AGPAT2,ENSG00000169692
AGPAT3,ENSG00000160216
AGPAT4,ENSG00000026652
AGPAT5,ENSG00000155189
AGPS,ENSG00000018510
AGTPBP1,ENSG00000135049
AHCTF1,ENSG00000153207
AHCY,ENSG00000101444
AHCYL1,ENSG00000168710
AHCYL2,ENSG00000158467
AHDC1,ENSG00000126705
AHI1,ENSG00000135541
AHR,ENSG00000106546
AHSA1,ENSG00000100591
AIFM1,ENSG00000156709
AIG1,ENSG00000146416
AIMP1,ENSG00000164022
AIMP2,ENSG00000106305
AIP,ENSG00000110711
AK1,ENSG00000106992
AK2,ENSG00000004455
AK3,ENSG00000147853
AK4,ENSG00000162433
AK7,ENSG00000140057
AKAP1,ENSG00000121057
AKAP11,ENSG00000023516
AKAP13,ENSG00000170776
AKAP17A,ENSG00000197976
AKAP5,ENSG00000179841
AKAP8,ENSG00000105127
AKAP8L,ENSG00000011243
AKAP9,ENSG00000127914
AKIRIN2,ENSG00000135334
AKR1A1,ENSG00000117448
AKR1B1,ENSG00000085662
AKR1C2,ENSG00000151632
AKR1C3,ENSG00000196139
AKR1C4,ENSG00000198610
AKR7A2,ENSG00000053371
AKT1,ENSG00000142208
AKT1S1,ENSG00000204673
AKT2,ENSG00000105221
AKT3,ENSG00000117020
AKTIP,ENSG00000166971
ALAD,ENSG00000148218
ALAS1,ENSG00000023330
ALCAM,ENSG00000170017
ALDH16A1,ENSG00000161618
ALDH18A1,ENSG00000059573
ALDH1A1,ENSG00000165092
ALDH1B1,ENSG00000137124
ALDH2,ENSG00000111275
ALDH3A2,ENSG00000072210
ALDH4A1,ENSG00000159423
ALDH5A1,ENSG00000112294
ALDH6A1,ENSG00000119711
ALDH7A1,ENSG00000164904
ALDH9A1,ENSG00000143149
ALDOA,ENSG00000149925
ALDOC,ENSG00000109107
ALG1,ENSG00000033011
ALG10B,ENSG00000175548
ALG11,ENSG00000253710
ALG12,ENSG00000182858
ALG13,ENSG00000101901
ALG14,ENSG00000172339
ALG2,ENSG00000119523
ALG3,ENSG00000214160
ALG5,ENSG00000120697
ALG6,ENSG00000088035
ALG8,ENSG00000159063
ALG9,ENSG00000086848
ALKBH1,ENSG00000100601
ALKBH2,ENSG00000189046
ALKBH3,ENSG00000166199
ALKBH4,ENSG00000160993
ALKBH5,ENSG00000091542
ALKBH6,ENSG00000239382
ALKBH7,ENSG00000125652
ALKBH8,ENSG00000137760
ALMS1,ENSG00000116127
ALOX5,ENSG00000012779
ALPK3,ENSG00000136383
ALYREF,ENSG00000183684
AMACR,ENSG00000242110
AMDHD1,ENSG00000139344
AMDHD2,ENSG00000162066
AMER3,ENSG00000178171
AMFR,ENSG00000159461
AMIGO1,ENSG00000181754
AMIGO2,ENSG00000139211
AMIGO3,ENSG00000176020
AMMECR1,ENSG00000101935
AMMECR1L,ENSG00000144233
AMN,ENSG00000166126
AMN1,ENSG00000151743
AMOTL1,ENSG00000166025
AMPD2,ENSG00000116337
AMPD3,ENSG00000133805
AMZ2,ENSG00000196704
ANAPC1,ENSG00000153107
ANAPC10,ENSG00000164162
ANAPC16,ENSG00000166295
ANAPC2,ENSG00000176248
ANAPC4,ENSG00000053900
ANAPC5,ENSG00000089053
ANG,ENSG00000214274
ANGEL1,ENSG00000013523
ANGEL2,ENSG00000174606
ANK1,ENSG00000029534
ANK3,ENSG00000151150
ANKH,ENSG00000154122
ANKHD1,ENSG00000131503
ANKLE2,ENSG00000176915
ANKRD10,ENSG00000088448
ANKRD11,ENSG00000167522
ANKRD12,ENSG00000101745
ANKRD13A,ENSG00000076513
ANKRD13B,ENSG00000198720
ANKRD13D,ENSG00000172932
ANKRD17,ENSG00000132466
ANKRD26,ENSG00000107890
ANKRD27,ENSG00000105186
ANKRD28,ENSG00000206560
ANKRD39,ENSG00000213337
ANKRD40,ENSG00000154945
ANKRD46,ENSG00000186106
ANKRD49,ENSG00000168876
ANKRD50,ENSG00000151458
ANKRD52,ENSG00000139645
ANKRD54,ENSG00000100124
ANKRD65,ENSG00000235098
ANKS1A,ENSG00000064999
ANKS1B,ENSG00000185046
ANKS3,ENSG00000168096
ANKS4B,ENSG00000175311
ANKZF1,ENSG00000163516
ANLN,ENSG00000011426
ANO10,ENSG00000160746
ANO6,ENSG00000177119
ANO8,ENSG00000074855
ANP32A,ENSG00000140350
ANP32B,ENSG00000136938
ANP32E,ENSG00000143401
ANTXR2,ENSG00000163297
ANXA10,ENSG00000109511
ANXA11,ENSG00000122359
ANXA13,ENSG00000104537
ANXA4,ENSG00000196975
ANXA5,ENSG00000164111
ANXA7,ENSG00000138279
AP1AR,ENSG00000138660
AP1B1,ENSG00000100280
AP1G1,ENSG00000166747
AP1M1,ENSG00000072958
AP1M2,ENSG00000129354
AP1S1,ENSG00000106367
AP1S2,ENSG00000182287
AP1S3,ENSG00000152056
AP2A1,ENSG00000196961
AP2A2,ENSG00000183020
AP2B1,ENSG00000006125
AP2S1,ENSG00000042753
AP3B2,ENSG00000103723
AP3D1,ENSG00000065000
AP3M1,ENSG00000185009
AP3M2,ENSG00000070718
AP3S1,ENSG00000177879
AP3S2,ENSG00000157823
AP4E1,ENSG00000081014
AP4M1,ENSG00000221838
AP4S1,ENSG00000100478
AP5B1,ENSG00000254470
AP5M1,ENSG00000053770
AP5S1,ENSG00000125843
AP5Z1,ENSG00000242802
APAF1,ENSG00000120868
APBA3,ENSG00000011132
APBB1,ENSG00000166313
APBB2,ENSG00000163697
APC,ENSG00000134982
APEH,ENSG00000164062
APEX1,ENSG00000100823
APH1A,ENSG00000117362
APH1B,ENSG00000138613
API5,ENSG00000166181
APIP,ENSG00000149089
APLP1,ENSG00000105290
APLP2,ENSG00000084234
APMAP,ENSG00000101474
APOA1,ENSG00000118137
APOA2,ENSG00000158874
APOA4,ENSG00000110244
APOB,ENSG00000084674
APOC1,ENSG00000130208
APOC3,ENSG00000110245
APOH,ENSG00000091583
APOM,ENSG00000204444
APOO,ENSG00000184831
APOOL,ENSG00000155008
APP,ENSG00000142192
APPBP2,ENSG00000062725
APPL1,ENSG00000157500
APPL2,ENSG00000136044
APRT,ENSG00000198931
APTX,ENSG00000137074
AQP11,ENSG00000178301
AQR,ENSG00000021776
ARAF,ENSG00000078061
ARAP1,ENSG00000186635
ARCN1,ENSG00000095139
ARF1,ENSG00000143761
ARF3,ENSG00000134287
ARF4,ENSG00000168374
ARF5,ENSG00000004059
ARF6,ENSG00000165527
ARFGAP1,ENSG00000101199
ARFGAP2,ENSG00000149182
ARFGAP3,ENSG00000242247
ARFGEF1,ENSG00000066777
ARFGEF2,ENSG00000124198
ARFIP1,ENSG00000164144
ARFIP2,ENSG00000132254
ARFRP1,ENSG00000101246
ARG2,ENSG00000081181
ARGLU1,ENSG00000134884
ARHGAP1,ENSG00000175220
ARHGAP10,ENSG00000071205
ARHGAP11A,ENSG00000198826
ARHGAP11B,ENSG00000187951
ARHGAP12,ENSG00000165322
ARHGAP17,ENSG00000140750
ARHGAP19,ENSG00000213390
ARHGAP21,ENSG00000107863
ARHGAP26,ENSG00000145819
ARHGAP32,ENSG00000134909
ARHGAP35,ENSG00000160007
ARHGAP39,ENSG00000147799
ARHGAP4,ENSG00000089820
ARHGAP44,ENSG00000006740
ARHGAP5,ENSG00000100852
ARHGDIA,ENSG00000141522
ARHGEF1,ENSG00000076928
ARHGEF10L,ENSG00000074964
ARHGEF11,ENSG00000132694
ARHGEF12,ENSG00000196914
ARHGEF16,ENSG00000130762
ARHGEF18,ENSG00000104880
ARHGEF2,ENSG00000116584
ARHGEF26,ENSG00000114790
ARHGEF28,ENSG00000214944
ARHGEF35,ENSG00000213214
ARHGEF39,ENSG00000137135
ARHGEF40,ENSG00000165801
ARHGEF7,ENSG00000102606
ARHGEF9,ENSG00000131089
ARID1A,ENSG00000117713
ARID1B,ENSG00000049618
ARID2,ENSG00000189079
ARID3A,ENSG00000116017
ARID3B,ENSG00000179361
ARID4A,ENSG00000032219
ARID4B,ENSG00000054267
ARID5B,ENSG00000150347
ARIH1,ENSG00000166233
ARIH2,ENSG00000177479
ARL1,ENSG00000120805
ARL10,ENSG00000175414
ARL13B,ENSG00000169379
ARL14EP,ENSG00000152219
ARL15,ENSG00000185305
ARL2,ENSG00000213465
ARL2BP,ENSG00000102931
ARL3,ENSG00000138175
ARL4C,ENSG00000188042
ARL5A,ENSG00000162980
ARL6,ENSG00000113966
ARL6IP1,ENSG00000170540
ARL6IP4,ENSG00000182196
ARL6IP5,ENSG00000144746
ARL6IP6,ENSG00000177917
ARL8A,ENSG00000143862
ARL8B,ENSG00000134108
ARMC1,ENSG00000104442
ARMC10,ENSG00000170632
ARMC5,ENSG00000140691
ARMC6,ENSG00000105676
ARMC7,ENSG00000125449
ARMC8,ENSG00000114098
ARMC9,ENSG00000135931
ARMCX2,ENSG00000184867
ARMCX3,ENSG00000102401
ARMCX5,ENSG00000125962
ARNT,ENSG00000143437
ARNT2,ENSG00000172379
ARNTL,ENSG00000133794
ARPC1A,ENSG00000241685
ARPC1B,ENSG00000130429
ARPC2,ENSG00000163466
ARPC4,ENSG00000241553
ARPC5,ENSG00000162704
ARPP19,ENSG00000128989
ARRB1,ENSG00000137486
ARRB2,ENSG00000141480
ARRDC1,ENSG00000197070
ARSA,ENSG00000100299
ARSD,ENSG00000006756
ARSE,ENSG00000157399
ARSK,ENSG00000164291
ARV1,ENSG00000173409
ARVCF,ENSG00000099889
AS3MT,ENSG00000214435
ASAH1,ENSG00000104763
ASAP1,ENSG00000153317
ASAP2,ENSG00000151693
ASB1,ENSG00000065802
ASB6,ENSG00000148331
ASB9,ENSG00000102048
ASCC2,ENSG00000100325
ASCL2,ENSG00000183734
ASF1A,ENSG00000111875
ASF1B,ENSG00000105011
ASH1L,ENSG00000116539
ASH2L,ENSG00000129691
ASIC1,ENSG00000110881
ASL,ENSG00000126522
ASMTL,ENSG00000169093
ASNA1,ENSG00000198356
ASNS,ENSG00000070669
ASNSD1,ENSG00000138381
ASPH,ENSG00000198363
ASPM,ENSG00000066279
ASPSCR1,ENSG00000169696
ASRGL1,ENSG00000162174
ASS1,ENSG00000130707
ASXL1,ENSG00000171456
ASXL2,ENSG00000143970
ATAD1,ENSG00000138138
ATAD2,ENSG00000156802
ATAD2B,ENSG00000119778
ATAD3A,ENSG00000197785
ATAD3B,ENSG00000160072
ATAD3C,ENSG00000215915
ATAT1,ENSG00000137343
ATE1,ENSG00000107669
ATF1,ENSG00000123268
ATF2,ENSG00000115966
ATF6,ENSG00000118217
ATF6B,ENSG00000213676
ATF7,ENSG00000170653
ATF7IP,ENSG00000171681
ATG12,ENSG00000145782
ATG13,ENSG00000175224
ATG14,ENSG00000126775
ATG16L1,ENSG00000085978
ATG2A,ENSG00000110046
ATG2B,ENSG00000066739
ATG3,ENSG00000144848
ATG4B,ENSG00000168397
ATG4C,ENSG00000125703
ATG5,ENSG00000057663
ATG7,ENSG00000197548
ATG9A,ENSG00000198925
ATIC,ENSG00000138363
ATL1,ENSG00000198513
ATL2,ENSG00000119787
ATL3,ENSG00000184743
ATM,ENSG00000149311
ATMIN,ENSG00000166454
ATP11A,ENSG00000068650
ATP11B,ENSG00000058063
ATP13A1,ENSG00000105726
ATP13A2,ENSG00000159363
ATP13A3,ENSG00000133657
ATP1A1,ENSG00000163399
ATP1A3,ENSG00000105409
ATP1B1,ENSG00000143153
ATP1B3,ENSG00000069849
ATP2A2,ENSG00000174437
ATP2A3,ENSG00000074370
ATP2B1,ENSG00000070961
ATP2B4,ENSG00000058668
ATP2C1,ENSG00000017260
ATP2C2,ENSG00000064270
ATP5A1,ENSG00000152234
ATP5B,ENSG00000110955
ATP5C1,ENSG00000165629
ATP5D,ENSG00000099624
ATP5E,ENSG00000124172
ATP5F1,ENSG00000116459
ATP5G2,ENSG00000135390
ATP5H,ENSG00000167863
ATP5I,ENSG00000169020
ATP5J,ENSG00000154723
ATP5J2,ENSG00000241468
ATP5L,ENSG00000167283
ATP5O,ENSG00000241837
ATP5S,ENSG00000125375
ATP6AP1,ENSG00000071553
ATP6AP2,ENSG00000182220
ATP6V0A2,ENSG00000185344
ATP6V0C,ENSG00000185883
ATP6V0D1,ENSG00000159720
ATP6V1A,ENSG00000114573
ATP6V1B1,ENSG00000116039
ATP6V1B2,ENSG00000147416
ATP6V1C1,ENSG00000155097
ATP6V1E1,ENSG00000131100
ATP6V1F,ENSG00000128524
ATP6V1G1,ENSG00000136888
ATP7A,ENSG00000165240
ATP7B,ENSG00000123191
ATP8A1,ENSG00000124406
ATP8B1,ENSG00000081923
ATP8B2,ENSG00000143515
ATP9A,ENSG00000054793
ATP9B,ENSG00000166377
ATPAF1,ENSG00000123472
ATPAF2,ENSG00000171953
ATPIF1,ENSG00000130770
ATR,ENSG00000175054
ATRAID,ENSG00000138085
ATRN,ENSG00000088812
ATRNL1,ENSG00000107518
ATRX,ENSG00000085224
ATXN10,ENSG00000130638
ATXN1L,ENSG00000224470
ATXN2,ENSG00000204842
ATXN2L,ENSG00000168488
ATXN3,ENSG00000066427
ATXN7L2,ENSG00000162650
ATXN7L3,ENSG00000087152
AUH,ENSG00000148090
AUP1,ENSG00000115307
AURKA,ENSG00000087586
AURKAIP1,ENSG00000175756
AURKB,ENSG00000178999
AVEN,ENSG00000169857
AVL9,ENSG00000105778
B3GALT2,ENSG00000162630
B3GALT4,ENSG00000235863
B3GALT5,ENSG00000183778
B3GALT6,ENSG00000176022
B3GAT3,ENSG00000149541
B3GNT2,ENSG00000170340
B3GNT8,ENSG00000177191
B3GNT9,ENSG00000237172
B4GALT1,ENSG00000086062
B4GALT3,ENSG00000158850
B4GALT4,ENSG00000121578
B4GALT5,ENSG00000158470
B4GALT7,ENSG00000027847
B9D1,ENSG00000108641
BABAM1,ENSG00000105393
BACE1,ENSG00000186318
BACH1,ENSG00000156273
BAD,ENSG00000002330
BAG1,ENSG00000107262
BAG2,ENSG00000112208
BAG3,ENSG00000151929
BAG4,ENSG00000156735
BAG5,ENSG00000166170
BAG6,ENSG00000204463
BAHD1,ENSG00000140320
BAIAP2,ENSG00000175866
BAIAP2L1,ENSG00000006453
BAIAP3,ENSG00000007516
BAK1,ENSG00000030110
BANF1,ENSG00000175334
BANP,ENSG00000172530
BAP1,ENSG00000163930
BAX,ENSG00000087088
BAZ1B,ENSG00000009954
BAZ2B,ENSG00000123636
BBS1,ENSG00000174483
BBS2,ENSG00000125124
BBS4,ENSG00000140463
BBS5,ENSG00000163093
BBS7,ENSG00000138686
BBS9,ENSG00000122507
BCAM,ENSG00000187244
BCAP29,ENSG00000075790
BCAP31,ENSG00000185825
BCAR1,ENSG00000050820
BCAS2,ENSG00000116752
BCAT1,ENSG00000060982
BCAT2,ENSG00000105552
BCKDHA,ENSG00000248098
BCKDHB,ENSG00000083123
BCKDK,ENSG00000103507
BCL10,ENSG00000142867
BCL2L1,ENSG00000171552
BCL2L11,ENSG00000153094
BCL2L13,ENSG00000099968
BCL2L2,ENSG00000129473
BCL7A,ENSG00000110987
BCL7B,ENSG00000106635
BCL7C,ENSG00000099385
BCL9,ENSG00000116128
BCL9L,ENSG00000186174
BCLAF1,ENSG00000029363
BCOR,ENSG00000183337
BCR,ENSG00000186716
BCS1L,ENSG00000074582
BDH1,ENSG00000161267
BDH2,ENSG00000164039
BDP1,ENSG00000145734
BECN1,ENSG00000126581
BEND3,ENSG00000178409
BEND5,ENSG00000162373
BEND7,ENSG00000165626
BFAR,ENSG00000103429
BHLHB9,ENSG00000198908
BICD1,ENSG00000151746
BICD2,ENSG00000185963
BID,ENSG00000015475
BIN1,ENSG00000136717
BIN3,ENSG00000147439
BIRC5,ENSG00000089685
BIRC6,ENSG00000115760
BLM,ENSG00000197299
BLMH,ENSG00000108578
BLOC1S1,ENSG00000135441
BLOC1S2,ENSG00000196072
BLOC1S3,ENSG00000189114
BLOC1S4,ENSG00000186222
BLOC1S5,ENSG00000188428
BLOC1S6,ENSG00000104164
BLVRA,ENSG00000106605
BLVRB,ENSG00000090013
BMF,ENSG00000104081
BMI1,ENSG00000168283
BMP1,ENSG00000168487
BMP2K,ENSG00000138756
BMP5,ENSG00000112175
BMP8A,ENSG00000183682
BMP8B,ENSG00000116985
BMPR1A,ENSG00000107779
BMS1,ENSG00000165733
BNIP1,ENSG00000113734
BNIP3,ENSG00000176171
BNIP3L,ENSG00000104765
BOD1,ENSG00000145919
BOD1L1,ENSG00000038219
BOK,ENSG00000176720
BOLA1,ENSG00000178096
BOLA2,ENSG00000183336
BOP1,ENSG00000170727
BPGM,ENSG00000172331
BPHL,ENSG00000137274
BPNT1,ENSG00000162813
BPTF,ENSG00000171634
BRAF,ENSG00000157764
BRAT1,ENSG00000106009
BRCA1,ENSG00000012048
BRCC3,ENSG00000185515
BRD3,ENSG00000169925
BRD4,ENSG00000141867
BRD7,ENSG00000166164
BRD8,ENSG00000112983
BRD9,ENSG00000028310
BRF1,ENSG00000185024
BRI3,ENSG00000164713
BRI3BP,ENSG00000184992
BRIP1,ENSG00000136492
BRIX1,ENSG00000113460
BRK1,ENSG00000254999
BRMS1,ENSG00000174744
BRMS1L,ENSG00000100916
BROX,ENSG00000162819
BRPF1,ENSG00000156983
BRPF3,ENSG00000096070
BRSK2,ENSG00000174672
BRWD1,ENSG00000185658
BSDC1,ENSG00000160058
BSG,ENSG00000172270
BSN,ENSG00000164061
BSPRY,ENSG00000119411
BTAF1,ENSG00000095564
BTBD1,ENSG00000064726
BTBD10,ENSG00000148925
BTBD17,ENSG00000204347
BTBD3,ENSG00000132640
BTBD7,ENSG00000011114
BTBD9,ENSG00000183826
BTD,ENSG00000169814
BTF3,ENSG00000145741
BTF3L4,ENSG00000134717
BTG1,ENSG00000133639
BTG3,ENSG00000154640
BTRC,ENSG00000166167
BUB1,ENSG00000169679
BUB1B,ENSG00000156970
BUB3,ENSG00000154473
BUD13,ENSG00000137656
BUD31,ENSG00000106245
BYSL,ENSG00000112578
BZW1,ENSG00000082153
BZW2,ENSG00000136261
C10ORF76,ENSG00000120029
C11ORF49,ENSG00000149179
C11ORF54,ENSG00000182919
C11ORF58,ENSG00000110696
C11ORF68,ENSG00000175573
C11ORF70,ENSG00000137691
C11ORF84,ENSG00000168005
C11ORF95,ENSG00000188070
C12ORF10,ENSG00000139637
C12ORF29,ENSG00000133641
C12ORF4,ENSG00000047621
C12ORF43,ENSG00000157895
C12ORF57,ENSG00000111678
C12ORF65,ENSG00000130921
C12ORF66,ENSG00000174206
C12ORF73,ENSG00000204954
C12ORF75,ENSG00000235162
C14ORF119,ENSG00000179933
C14ORF2,ENSG00000156411
C14ORF93,ENSG00000100802
C15ORF39,ENSG00000167173
C15ORF40,ENSG00000169609
C15ORF48,ENSG00000166920
C15ORF61,ENSG00000189227
C16ORF45,ENSG00000166780
C16ORF58,ENSG00000140688
C16ORF62,ENSG00000103544
C16ORF70,ENSG00000125149
C16ORF87,ENSG00000155330
C17ORF100,ENSG00000212734
C17ORF49,ENSG00000258315
C17ORF75,ENSG00000108666
C17ORF80,ENSG00000141219
C17ORF97,ENSG00000187624
C18ORF21,ENSG00000141428
C18ORF25,ENSG00000152242
C18ORF32,ENSG00000177576
C19ORF12,ENSG00000131943
C19ORF25,ENSG00000119559
C19ORF53,ENSG00000104979
C19ORF70,ENSG00000174917
C1D,ENSG00000197223
C1GALT1,ENSG00000106392
C1ORF109,ENSG00000116922
C1ORF112,ENSG00000000460
C1ORF122,ENSG00000197982
C1ORF123,ENSG00000162384
C1ORF131,ENSG00000143633
C1ORF174,ENSG00000198912
C1ORF21,ENSG00000116667
C1ORF210,ENSG00000253313
C1ORF35,ENSG00000143793
C1ORF43,ENSG00000143612
C1ORF50,ENSG00000164008
C1ORF52,ENSG00000162642
C1ORF53,ENSG00000203724
C1ORF56,ENSG00000143443
C1QBP,ENSG00000108561
C1QL1,ENSG00000131094
C1QTNF6,ENSG00000133466
